,x,y,z,r,v,theta,phi,t
0,0.12090010309002333,-0.34897187926231654,0.8844066757158396,0.0,9377686.31052501,0.5235987755982988,0.0,2.228692348361595e-06
1,0.09620846832677749,-0.4159307545506782,0.720802354209264,0.0,9377686.31052501,0.5235987755982988,1.5707963267948966,2.2286852933698657e-06
2,0.14913042598625906,-0.4111514537612307,0.7453986260016923,0.0,9377686.31052501,0.5235987755982988,3.141592653589793,2.228857265359653e-06
3,0.21553266625485987,-0.33392025263264347,1.035701224216169,0.0,9377686.31052501,0.5235987755982988,4.71238898038469,2.228081789405602e-06
4,0.05413067456823466,-0.25166737290697216,0.7880371599131376,0.0,9377686.31052501,1.2217304763960306,0.0,2.2287881395340386e-06
5,0.09890801259215616,-0.4765891670608934,0.6121006116378164,0.0,9377686.31052501,1.2217304763960306,1.5707963267948966,2.2283280278736815e-06
6,0.1303834528496279,-0.6269623078548103,0.5938779782052709,0.0,9377686.31052501,1.2217304763960306,3.141592653589793,2.2284069802043302e-06
7,0.14055326687970937,-0.3707608086943826,0.6952798307919171,0.0,9377686.31052501,1.2217304763960306,4.71238898038469,2.228648003682707e-06
8,0.0895825709391365,-0.290084430247587,0.7694126044657446,0.0,9377686.31052501,1.9198621771937625,0.0,2.2282253976516176e-06
9,0.09279776334313389,-0.42794868011283904,0.6272345326993805,0.0,9377686.31052501,1.9198621771937625,1.5707963267948966,2.228578162989959e-06
10,0.08305157561841854,-0.6386462678833995,0.5769676019800992,0.0,9377686.31052501,1.9198621771937625,3.141592653589793,2.2284324077060312e-06
11,0.11071997541375395,-0.5329960532888188,0.6249436542603507,0.0,9377686.31052501,1.9198621771937625,4.71238898038469,2.2284778037760494e-06
12,0.041098598182832076,-0.30606348128935773,0.7833076840631763,0.0,9377686.31052501,2.6179938779914944,0.0,2.2288381906465335e-06
13,-0.0067888285267089,-0.654743423047604,0.5850148344353188,0.0,9377686.31052501,2.6179938779914944,1.5707963267948966,2.2290489096512477e-06
14,0.002815107741092199,-0.4204705566547486,0.7071074760408914,0.0,9377686.31052501,2.6179938779914944,3.141592653589793,2.2283259512493425e-06
15,-0.12289844523962477,0.1693860911931188,0.7888233601134005,0.0,9377686.31052501,2.6179938779914944,4.71238898038469,2.2287444432230237e-06
16,0.11278006442013572,-0.16615443063898608,0.8455289284280821,0.0625,9377686.31052501,0.5235987755982988,0.0,2.2280848677242764e-06
17,0.16384927240448313,-0.34983954149199803,0.7019579937197463,0.0625,9377686.31052501,0.5235987755982988,1.5707963267948966,2.2280907120168137e-06
18,0.2700826754134007,-0.33921015219686834,0.826876630002787,0.0625,9377686.31052501,0.5235987755982988,3.141592653589793,2.2281033785115512e-06
