,x,y,z,r,v,theta,phi,t
0,0.1474923750120303,-0.4252821971741308,0.5273665053110308,0.0,9377686.31052501,0.5235987755982988,0.0,2.228351004874983e-06
1,0.24839028944314506,-0.5564919665250896,0.42892111142658895,0.0,9377686.31052501,0.5235987755982988,1.5707963267948966,2.228641034417989e-06
2,0.4039395667738918,-0.4815998226223028,0.6068082022676472,0.0,9377686.31052501,0.5235987755982988,3.141592653589793,2.2283146417442603e-06
3,0.5057633542805002,-0.3191258767757022,0.47843106555816745,0.0,9377686.31052501,0.5235987755982988,4.71238898038469,2.2284918781435965e-06
4,0.23889142694780635,-0.45329261089374095,0.5916580279166989,0.0,9377686.31052501,1.2217304763960306,0.0,2.228239131464301e-06
5,0.29386179080268593,-0.4234700973170162,0.606023177056429,0.0,9377686.31052501,1.2217304763960306,1.5707963267948966,2.2282244639266215e-06
6,0.31460712352312414,-0.5310192184870486,0.5888191247262802,0.0,9377686.31052501,1.2217304763960306,3.141592653589793,2.2282073702026416e-06
7,0.4087209339042139,-0.22311159836743458,0.6330886041636054,0.0,9377686.31052501,1.2217304763960306,4.71238898038469,2.2283623307079443e-06
8,0.21669575100373406,-0.4217016315468323,0.5263531293825509,0.0,9377686.31052501,1.9198621771937625,0.0,2.228113227818816e-06
9,0.19779812768498653,-0.4565802107663666,0.517248419780278,0.0,9377686.31052501,1.9198621771937625,1.5707963267948966,2.2282191355960623e-06
10,0.28257904717774446,-0.5965342149440002,0.5205943751972664,0.0,9377686.31052501,1.9198621771937625,3.141592653589793,2.2283019762477926e-06
11,0.3434881532714056,-0.36684742080390637,0.5329597458041898,0.0,9377686.31052501,1.9198621771937625,4.71238898038469,2.228582929056083e-06
12,0.20729539187916246,-0.45476647723950275,0.5694506769830727,0.0,9377686.31052501,2.6179938779914944,0.0,2.228334556472807e-06
13,0.200028307372113,-0.501480615405585,0.5510362328156447,0.0,9377686.31052501,2.6179938779914944,1.5707963267948966,2.2284478853251265e-06
14,0.28876873421122196,-0.5371707225292488,0.5723169930570094,0.0,9377686.31052501,2.6179938779914944,3.141592653589793,2.2281296917890825e-06
15,0.2713385615365469,-0.4384158112964509,0.5965041776457299,0.0,9377686.31052501,2.6179938779914944,4.71238898038469,2.2282234066096953e-06
16,0.4193491263405334,-0.2394254442138907,0.5941781659509354,0.0625,9377686.31052501,0.5235987755982988,0.0,2.2280931176695506e-06
17,0.4475015200522751,-0.43179788989229967,0.5482446537728566,0.0625,9377686.31052501,0.5235987755982988,1.5707963267948966,2.2283343808355333e-06
18,0.4994858211372693,-0.4548492220109681,0.5473959844220475,0.0625,9377686.31052501,0.5235987755982988,3.141592653589793,2.2281927109635145e-06
19,0.46665277606949834,-0.23614348304524962,0.6594232489069349,0.0625,9377686.31052501,0.5235987755982988,4.71238898038469,2.2284432492315816e-06
20,0.40406840384827375,-0.21510374512709943,0.5181447903221517,0.0625,9377686.31052501,1.2217304763960306,0.0,2.228300595684921e-06
21,0.36872740119755837,-0.38932291088529813,0.49012168782411447,0.0625,9377686.31052501,1.2217304763960306,1.5707963267948966,2.2283632925644957e-06
